Sequence_ID	biosample_accession
ASV1356	SAMN30974307,SAMN30974274,SAMN30974292
ASV1357	SAMN30974307,SAMN30974255,SAMN30974292,SAMN30974274,SAMN30974251,SAMN30974273,SAMN30974254,SAMN30974291,SAMN30974270,SAMN30974306,SAMN30974253,SAMN30974252,SAMN30974290
ASV1358	SAMN30974272,SAMN30974253,SAMN30974251,SAMN30974270,SAMN30974271,SAMN30974255,SAMN30974274,SAMN30974252,SAMN30974307,SAMN30974273,SAMN30974290,SAMN30974254,SAMN30974305,SAMN30974292
ASV1359	SAMN30974255,SAMN30974274,SAMN30974254,SAMN30974292,SAMN30974307,SAMN30974291
ASV136	SAMN30974307,SAMN30974252,SAMN30974270,SAMN30974272,SAMN30974271,SAMN30974253,SAMN30974290,SAMN30974273,SAMN30974251,SAMN30974292,SAMN30974274,SAMN30974291,SAMN30974305
ASV1362	SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974270,SAMN30974272,SAMN30974271,SAMN30974254,SAMN30974305,SAMN30974290
ASV1363	SAMN30974251,SAMN30974255,SAMN30974253,SAMN30974252,SAMN30974254,SAMN30974272,SAMN30974271
ASV1364	SAMN30974254,SAMN30974253,SAMN30974251,SAMN30974255,SAMN30974273,SAMN30974291,SAMN30974272,SAMN30974271,SAMN30974270
ASV1365	SAMN30974273,SAMN30974255,SAMN30974274,SAMN30974252,SAMN30974254,SAMN30974251,SAMN30974253,SAMN30974270,SAMN30974272,SAMN30974307,SAMN30974271
ASV1366	SAMN30974255,SAMN30974307,SAMN30974273,SAMN30974252,SAMN30974254,SAMN30974253,SAMN30974292,SAMN30974251,SAMN30974306,SAMN30974271,SAMN30974272,SAMN30974270,SAMN30974290
ASV1367	SAMN30974307,SAMN30974306,SAMN30974292,SAMN30974271,SAMN30974291,SAMN30974290
ASV1368	SAMN30974252,SAMN30974253,SAMN30974251,SAMN30974272,SAMN30974290,SAMN30974305,SAMN30974271,SAMN30974270,SAMN30974306,SAMN30974274,SAMN30974255
ASV1369	SAMN30974273,SAMN30974254,SAMN30974255,SAMN30974274,SAMN30974252,SAMN30974270,SAMN30974292,SAMN30974291,SAMN30974251,SAMN30974253,SAMN30974306,SAMN30974307,SAMN30974272,SAMN30974271
ASV1371	SAMN30974307,SAMN30974291,SAMN30974274,SAMN30974255,SAMN30974292,SAMN30974290
ASV1374	SAMN30974292,SAMN30974274,SAMN30974253,SAMN30974291,SAMN30974254,SAMN30974255,SAMN30974273,SAMN30974307,SAMN30974252,SAMN30974306,SAMN30974290
ASV1375	SAMN30974306,SAMN30974292,SAMN30974307,SAMN30974255,SAMN30974291,SAMN30974273
ASV1376	SAMN30974251,SAMN30974252,SAMN30974253,SAMN30974272,SAMN30974270,SAMN30974271,SAMN30974306,SAMN30974305,SAMN30974290,SAMN30974291,SAMN30974274
ASV138	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974290,SAMN30974270,SAMN30974271,SAMN30974307,SAMN30974306,SAMN30974305,SAMN30974273,SAMN30974291,SAMN30974272
ASV1380	SAMN30974253,SAMN30974252,SAMN30974272,SAMN30974307,SAMN30974271,SAMN30974306,SAMN30974291,SAMN30974292,SAMN30974305
ASV1381	SAMN30974255,SAMN30974274,SAMN30974307,SAMN30974254,SAMN30974292,SAMN30974291
ASV1382	SAMN30974253,SAMN30974255,SAMN30974254,SAMN30974273,SAMN30974274,SAMN30974272,SAMN30974292,SAMN30974290
ASV1383	SAMN30974254,SAMN30974255,SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974274,SAMN30974273,SAMN30974307,SAMN30974306
ASV1385	SAMN30974255,SAMN30974252,SAMN30974253,SAMN30974251,SAMN30974254,SAMN30974307,SAMN30974270,SAMN30974271,SAMN30974291,SAMN30974272,SAMN30974305,SAMN30974290
ASV1386	SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974271,SAMN30974270,SAMN30974272
ASV1387	SAMN30974253,SAMN30974272,SAMN30974251,SAMN30974252,SAMN30974305,SAMN30974290,SAMN30974271
ASV1388	SAMN30974253,SAMN30974270,SAMN30974251,SAMN30974272,SAMN30974254,SAMN30974273,SAMN30974305,SAMN30974271,SAMN30974255,SAMN30974307,SAMN30974292,SAMN30974291,SAMN30974274
ASV139	SAMN30974253,SAMN30974273,SAMN30974290,SAMN30974291,SAMN30974272,SAMN30974252,SAMN30974292,SAMN30974271,SAMN30974254,SAMN30974274,SAMN30974307,SAMN30974270,SAMN30974305
ASV1391	SAMN30974255,SAMN30974252,SAMN30974254,SAMN30974251
ASV1392	SAMN30974255,SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974254,SAMN30974273,SAMN30974274,SAMN30974270,SAMN30974271
ASV1393	SAMN30974254,SAMN30974271,SAMN30974273,SAMN30974270,SAMN30974272,SAMN30974306,SAMN30974252,SAMN30974292,SAMN30974290,SAMN30974305,SAMN30974274
ASV1394	SAMN30974255,SAMN30974254,SAMN30974251,SAMN30974271,SAMN30974253,SAMN30974274,SAMN30974252,SAMN30974273,SAMN30974270,SAMN30974272
ASV1397	SAMN30974307,SAMN30974255,SAMN30974273,SAMN30974292,SAMN30974306,SAMN30974274,SAMN30974270,SAMN30974291,SAMN30974305,SAMN30974271,SAMN30974252,SAMN30974253
ASV1399	SAMN30974254,SAMN30974255,SAMN30974307,SAMN30974292,SAMN30974274,SAMN30974252,SAMN30974291,SAMN30974271
ASV14	SAMN30974253,SAMN30974270,SAMN30974251,SAMN30974252,SAMN30974272,SAMN30974290,SAMN30974271,SAMN30974255,SAMN30974273,SAMN30974305,SAMN30974274,SAMN30974292,SAMN30974291,SAMN30974307,SAMN30974306,SAMN30974254
ASV140	SAMN30974253,SAMN30974251,SAMN30974272,SAMN30974252,SAMN30974271,SAMN30974270,SAMN30974305,SAMN30974290
ASV1400	SAMN30974255,SAMN30974251,SAMN30974252,SAMN30974253
ASV1401	SAMN30974292,SAMN30974306,SAMN30974291,SAMN30974254,SAMN30974305,SAMN30974272,SAMN30974271,SAMN30974307,SAMN30974290,SAMN30974270
ASV1402	SAMN30974306,SAMN30974291,SAMN30974307,SAMN30974292
ASV1403	SAMN30974272,SAMN30974251,SAMN30974254,SAMN30974252,SAMN30974306,SAMN30974271,SAMN30974273,SAMN30974274,SAMN30974270,SAMN30974305,SAMN30974291,SAMN30974292,SAMN30974290
ASV1404	SAMN30974255,SAMN30974253,SAMN30974307,SAMN30974272,SAMN30974292,SAMN30974270,SAMN30974274,SAMN30974291,SAMN30974254,SAMN30974305
ASV1405	SAMN30974255,SAMN30974252,SAMN30974253,SAMN30974254,SAMN30974251,SAMN30974274,SAMN30974270
ASV1406	SAMN30974272,SAMN30974253,SAMN30974305,SAMN30974270,SAMN30974271,SAMN30974251,SAMN30974252
ASV1408	SAMN30974274,SAMN30974255,SAMN30974292,SAMN30974252,SAMN30974291,SAMN30974272,SAMN30974307,SAMN30974271,SAMN30974251,SAMN30974305,SAMN30974273,SAMN30974290
ASV141	SAMN30974273,SAMN30974254,SAMN30974251,SAMN30974292,SAMN30974252,SAMN30974272,SAMN30974255,SAMN30974291,SAMN30974274,SAMN30974270,SAMN30974306,SAMN30974290,SAMN30974305,SAMN30974271
ASV1410	SAMN30974306,SAMN30974253,SAMN30974254,SAMN30974273,SAMN30974291,SAMN30974272,SAMN30974290,SAMN30974292,SAMN30974271,SAMN30974270,SAMN30974305,SAMN30974274
ASV1411	SAMN30974255,SAMN30974254,SAMN30974253,SAMN30974251
ASV1412	SAMN30974255,SAMN30974254,SAMN30974251,SAMN30974273,SAMN30974307,SAMN30974292,SAMN30974274,SAMN30974291,SAMN30974306,SAMN30974305,SAMN30974272,SAMN30974253,SAMN30974252,SAMN30974270,SAMN30974271
ASV1414	SAMN30974255,SAMN30974254,SAMN30974252,SAMN30974251,SAMN30974253
ASV1417	SAMN30974253,SAMN30974272,SAMN30974251,SAMN30974252,SAMN30974254,SAMN30974273,SAMN30974271,SAMN30974305,SAMN30974270
ASV1418	SAMN30974251,SAMN30974253,SAMN30974252,SAMN30974272,SAMN30974271,SAMN30974270,SAMN30974305,SAMN30974290
ASV1419	SAMN30974251,SAMN30974252,SAMN30974253,SAMN30974272,SAMN30974270,SAMN30974290,SAMN30974254,SAMN30974271,SAMN30974292
ASV1420	SAMN30974255,SAMN30974307,SAMN30974292,SAMN30974251,SAMN30974252,SAMN30974254,SAMN30974274,SAMN30974272
ASV1422	SAMN30974306,SAMN30974251,SAMN30974272,SAMN30974253,SAMN30974252,SAMN30974305,SAMN30974270,SAMN30974291,SAMN30974271,SAMN30974290
ASV1426	SAMN30974252,SAMN30974271,SAMN30974255,SAMN30974307,SAMN30974291,SAMN30974254,SAMN30974274,SAMN30974253,SAMN30974306,SAMN30974292,SAMN30974305
ASV1428	SAMN30974254,SAMN30974307,SAMN30974255,SAMN30974251,SAMN30974273,SAMN30974292,SAMN30974252,SAMN30974253,SAMN30974306,SAMN30974270,SAMN30974291,SAMN30974271,SAMN30974272
ASV1429	SAMN30974252,SAMN30974274,SAMN30974271,SAMN30974292,SAMN30974272,SAMN30974290,SAMN30974270,SAMN30974291,SAMN30974254,SAMN30974305
ASV143	SAMN30974252,SAMN30974251,SAMN30974253,SAMN30974271,SAMN30974270,SAMN30974272
ASV1430	SAMN30974251,SAMN30974253,SAMN30974254,SAMN30974252,SAMN30974255,SAMN30974272,SAMN30974273,SAMN30974274,SAMN30974305
ASV1431	SAMN30974307,SAMN30974292,SAMN30974306
ASV1432	SAMN30974251,SAMN30974306,SAMN30974254,SAMN30974307,SAMN30974253,SAMN30974255,SAMN30974305,SAMN30974252,SAMN30974292,SAMN30974272,SAMN30974290
ASV1434	SAMN30974274,SAMN30974255,SAMN30974292,SAMN30974306,SAMN30974254,SAMN30974307,SAMN30974305
ASV1435	SAMN30974252,SAMN30974253,SAMN30974251,SAMN30974290,SAMN30974272,SAMN30974306,SAMN30974305,SAMN30974271,SAMN30974273
ASV1436	SAMN30974254,SAMN30974273,SAMN30974253,SAMN30974291,SAMN30974290,SAMN30974271,SAMN30974270,SAMN30974274,SAMN30974305
ASV1438	SAMN30974307,SAMN30974306,SAMN30974255,SAMN30974274,SAMN30974305,SAMN30974292,SAMN30974291,SAMN30974270
ASV144	SAMN30974307,SAMN30974254,SAMN30974255,SAMN30974291,SAMN30974292,SAMN30974272,SAMN30974306,SAMN30974270
ASV1440	SAMN30974270,SAMN30974272,SAMN30974271,SAMN30974251,SAMN30974253,SAMN30974290,SAMN30974252,SAMN30974305
ASV1441	SAMN30974255,SAMN30974251,SAMN30974253,SAMN30974254,SAMN30974273,SAMN30974307,SAMN30974271
ASV1443	SAMN30974255,SAMN30974251,SAMN30974253,SAMN30974252,SAMN30974273,SAMN30974254,SAMN30974271
ASV1445	SAMN30974307,SAMN30974255,SAMN30974292,SAMN30974274,SAMN30974254,SAMN30974273
ASV1447	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974271,SAMN30974272,SAMN30974270,SAMN30974290
ASV1448	SAMN30974254,SAMN30974255,SAMN30974274,SAMN30974253,SAMN30974251,SAMN30974307,SAMN30974273,SAMN30974292,SAMN30974306,SAMN30974271
ASV1449	SAMN30974273,SAMN30974306,SAMN30974254,SAMN30974252,SAMN30974272,SAMN30974251,SAMN30974292,SAMN30974305,SAMN30974307,SAMN30974271,SAMN30974270,SAMN30974291,SAMN30974290
ASV145	SAMN30974252,SAMN30974253,SAMN30974251,SAMN30974270,SAMN30974272,SAMN30974305,SAMN30974271,SAMN30974306,SAMN30974254,SAMN30974290
ASV1450	SAMN30974251,SAMN30974253,SAMN30974272,SAMN30974252,SAMN30974255,SAMN30974292,SAMN30974274,SAMN30974273,SAMN30974254,SAMN30974307
ASV1451	SAMN30974254,SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974272,SAMN30974270,SAMN30974290,SAMN30974306
ASV1454	SAMN30974253,SAMN30974255,SAMN30974254,SAMN30974252,SAMN30974292,SAMN30974273,SAMN30974307,SAMN30974270,SAMN30974274,SAMN30974271,SAMN30974306,SAMN30974272,SAMN30974305,SAMN30974290
ASV1456	SAMN30974307,SAMN30974254,SAMN30974306,SAMN30974292,SAMN30974274,SAMN30974291,SAMN30974273
ASV1457	SAMN30974255,SAMN30974274,SAMN30974272,SAMN30974251,SAMN30974270,SAMN30974273,SAMN30974253,SAMN30974291,SAMN30974306,SAMN30974252,SAMN30974307,SAMN30974292,SAMN30974305,SAMN30974290
ASV146	SAMN30974272,SAMN30974270,SAMN30974251,SAMN30974290,SAMN30974252,SAMN30974305,SAMN30974273
ASV1460	SAMN30974251,SAMN30974252,SAMN30974272,SAMN30974270,SAMN30974273,SAMN30974271,SAMN30974253,SAMN30974274,SAMN30974291,SAMN30974292,SAMN30974290,SAMN30974305
ASV1461	SAMN30974253,SAMN30974251,SAMN30974270,SAMN30974272,SAMN30974252,SAMN30974271,SAMN30974274,SAMN30974292,SAMN30974291,SAMN30974307,SAMN30974290
ASV1462	SAMN30974253,SAMN30974252,SAMN30974255,SAMN30974270,SAMN30974273,SAMN30974254,SAMN30974251,SAMN30974274,SAMN30974271,SAMN30974292,SAMN30974290,SAMN30974306
ASV1463	SAMN30974255,SAMN30974254,SAMN30974274,SAMN30974292,SAMN30974306,SAMN30974307,SAMN30974291,SAMN30974273
ASV1464	SAMN30974306,SAMN30974307,SAMN30974305,SAMN30974255,SAMN30974273,SAMN30974254,SAMN30974252,SAMN30974292,SAMN30974291,SAMN30974272,SAMN30974270,SAMN30974271
ASV1465	SAMN30974307,SAMN30974306,SAMN30974271,SAMN30974272,SAMN30974270,SAMN30974291,SAMN30974254,SAMN30974305,SAMN30974292,SAMN30974290,SAMN30974251,SAMN30974253
ASV1466	SAMN30974306,SAMN30974274,SAMN30974292,SAMN30974307,SAMN30974273,SAMN30974291,SAMN30974305,SAMN30974270
ASV1468	SAMN30974255,SAMN30974254,SAMN30974274,SAMN30974307
ASV1469	SAMN30974274,SAMN30974255,SAMN30974254,SAMN30974307,SAMN30974292,SAMN30974273,SAMN30974306,SAMN30974291
ASV147	SAMN30974253,SAMN30974271,SAMN30974251,SAMN30974272,SAMN30974290,SAMN30974270,SAMN30974291,SAMN30974292,SAMN30974305
ASV1472	SAMN30974305,SAMN30974306,SAMN30974307,SAMN30974291
ASV1473	SAMN30974253,SAMN30974254,SAMN30974251,SAMN30974252,SAMN30974306,SAMN30974273,SAMN30974272,SAMN30974271,SAMN30974274,SAMN30974270,SAMN30974305,SAMN30974291,SAMN30974307
ASV1474	SAMN30974253,SAMN30974270,SAMN30974272,SAMN30974251,SAMN30974271,SAMN30974290,SAMN30974305,SAMN30974291
ASV1475	SAMN30974253,SAMN30974271,SAMN30974272,SAMN30974270,SAMN30974251,SAMN30974290,SAMN30974273
ASV1479	SAMN30974253,SAMN30974252,SAMN30974254,SAMN30974251,SAMN30974270,SAMN30974272,SAMN30974273,SAMN30974271,SAMN30974307,SAMN30974305
ASV148	SAMN30974272,SAMN30974251,SAMN30974270,SAMN30974252,SAMN30974273,SAMN30974271,SAMN30974305,SAMN30974291,SAMN30974290,SAMN30974306
ASV1481	SAMN30974253,SAMN30974270,SAMN30974251,SAMN30974272,SAMN30974254,SAMN30974273,SAMN30974271,SAMN30974255,SAMN30974305,SAMN30974306
ASV1482	SAMN30974255,SAMN30974254,SAMN30974307,SAMN30974274,SAMN30974273,SAMN30974306,SAMN30974292
ASV1483	SAMN30974252,SAMN30974254,SAMN30974306,SAMN30974292,SAMN30974307,SAMN30974290,SAMN30974270,SAMN30974291
ASV1484	SAMN30974252,SAMN30974270,SAMN30974253,SAMN30974271,SAMN30974254,SAMN30974272,SAMN30974307,SAMN30974306,SAMN30974255,SAMN30974305
ASV1486	SAMN30974307,SAMN30974292,SAMN30974274
ASV1487	SAMN30974254,SAMN30974255,SAMN30974251,SAMN30974273,SAMN30974274,SAMN30974252,SAMN30974292
ASV1488	SAMN30974255,SAMN30974254,SAMN30974253,SAMN30974251
ASV1489	SAMN30974307,SAMN30974274,SAMN30974254,SAMN30974292,SAMN30974291
ASV149	SAMN30974307,SAMN30974291,SAMN30974273,SAMN30974254,SAMN30974306,SAMN30974252,SAMN30974292,SAMN30974272,SAMN30974255,SAMN30974290,SAMN30974270,SAMN30974305,SAMN30974271
ASV1490	SAMN30974306,SAMN30974307,SAMN30974305,SAMN30974291,SAMN30974292,SAMN30974274,SAMN30974290
ASV1491	SAMN30974251,SAMN30974252,SAMN30974253,SAMN30974306,SAMN30974271,SAMN30974305,SAMN30974290
ASV1492	SAMN30974307,SAMN30974253,SAMN30974306,SAMN30974291,SAMN30974271,SAMN30974272
ASV1494	SAMN30974254,SAMN30974274,SAMN30974255,SAMN30974273,SAMN30974307,SAMN30974292,SAMN30974291,SAMN30974270,SAMN30974272
ASV1495	SAMN30974307,SAMN30974292,SAMN30974274
ASV1496	SAMN30974307,SAMN30974306,SAMN30974252,SAMN30974255,SAMN30974292,SAMN30974270,SAMN30974271
ASV1497	SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974255,SAMN30974270,SAMN30974272,SAMN30974273,SAMN30974254,SAMN30974271,SAMN30974305,SAMN30974291,SAMN30974290
ASV1498	SAMN30974254,SAMN30974274,SAMN30974251,SAMN30974292,SAMN30974307,SAMN30974306
ASV1499	SAMN30974271,SAMN30974270,SAMN30974252,SAMN30974306,SAMN30974253,SAMN30974272,SAMN30974254,SAMN30974251,SAMN30974273,SAMN30974291
ASV15	SAMN30974253,SAMN30974272,SAMN30974252,SAMN30974270,SAMN30974290,SAMN30974251,SAMN30974271,SAMN30974305,SAMN30974273,SAMN30974254,SAMN30974291,SAMN30974306,SAMN30974307,SAMN30974292,SAMN30974255
ASV150	SAMN30974307,SAMN30974291,SAMN30974254,SAMN30974255,SAMN30974274,SAMN30974273,SAMN30974292
ASV1500	SAMN30974273,SAMN30974254,SAMN30974255,SAMN30974252,SAMN30974251,SAMN30974292,SAMN30974270,SAMN30974291,SAMN30974274,SAMN30974306,SAMN30974272,SAMN30974271,SAMN30974307,SAMN30974290
ASV1501	SAMN30974273,SAMN30974254,SAMN30974306,SAMN30974251,SAMN30974253,SAMN30974291,SAMN30974270,SAMN30974271,SAMN30974274,SAMN30974305,SAMN30974292
ASV1503	SAMN30974251,SAMN30974252,SAMN30974253,SAMN30974270
ASV1504	SAMN30974251,SAMN30974254,SAMN30974255,SAMN30974252,SAMN30974274,SAMN30974292,SAMN30974291,SAMN30974307,SAMN30974273
ASV1505	SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974271,SAMN30974270,SAMN30974305,SAMN30974272
ASV1506	SAMN30974307,SAMN30974292,SAMN30974255,SAMN30974254,SAMN30974252,SAMN30974306,SAMN30974274,SAMN30974305,SAMN30974290
ASV1507	SAMN30974307,SAMN30974292,SAMN30974254,SAMN30974255,SAMN30974306,SAMN30974273,SAMN30974291
ASV1508	SAMN30974307,SAMN30974274,SAMN30974255,SAMN30974254,SAMN30974292,SAMN30974306
ASV1509	SAMN30974307,SAMN30974306,SAMN30974292,SAMN30974291,SAMN30974274,SAMN30974271
ASV151	SAMN30974253,SAMN30974251,SAMN30974272,SAMN30974255,SAMN30974290,SAMN30974273,SAMN30974252,SAMN30974270,SAMN30974274,SAMN30974292,SAMN30974271,SAMN30974305,SAMN30974306
ASV1510	SAMN30974251,SAMN30974254,SAMN30974253,SAMN30974252,SAMN30974255,SAMN30974306,SAMN30974270,SAMN30974271,SAMN30974292
ASV1512	SAMN30974253,SAMN30974252,SAMN30974271,SAMN30974270,SAMN30974272,SAMN30974305,SAMN30974306,SAMN30974291,SAMN30974273,SAMN30974290
ASV1514	SAMN30974251,SAMN30974270,SAMN30974272,SAMN30974253,SAMN30974271,SAMN30974306,SAMN30974291,SAMN30974305
ASV1515	SAMN30974292,SAMN30974306,SAMN30974307,SAMN30974291,SAMN30974305,SAMN30974270
ASV1517	SAMN30974292,SAMN30974255,SAMN30974274,SAMN30974251,SAMN30974272,SAMN30974290,SAMN30974253,SAMN30974306,SAMN30974291,SAMN30974307,SAMN30974270,SAMN30974252,SAMN30974254,SAMN30974305,SAMN30974271
ASV1518	SAMN30974272,SAMN30974270,SAMN30974305,SAMN30974252,SAMN30974271,SAMN30974253,SAMN30974251,SAMN30974290
ASV152	SAMN30974254,SAMN30974251,SAMN30974252,SAMN30974272,SAMN30974292,SAMN30974270,SAMN30974271,SAMN30974253,SAMN30974291,SAMN30974273,SAMN30974290,SAMN30974255
ASV1521	SAMN30974255,SAMN30974274,SAMN30974254,SAMN30974307,SAMN30974292,SAMN30974306,SAMN30974271,SAMN30974291,SAMN30974290
ASV1524	SAMN30974255,SAMN30974254,SAMN30974252,SAMN30974253,SAMN30974271,SAMN30974291
ASV1525	SAMN30974254,SAMN30974291,SAMN30974306,SAMN30974273,SAMN30974307
ASV1526	SAMN30974253,SAMN30974254,SAMN30974292,SAMN30974306,SAMN30974274,SAMN30974272,SAMN30974291,SAMN30974251,SAMN30974290,SAMN30974271,SAMN30974305
ASV1527	SAMN30974254,SAMN30974255,SAMN30974291,SAMN30974273,SAMN30974307,SAMN30974274,SAMN30974272,SAMN30974270,SAMN30974305,SAMN30974290
ASV1529	SAMN30974253,SAMN30974252,SAMN30974292,SAMN30974251,SAMN30974254,SAMN30974272,SAMN30974270,SAMN30974305,SAMN30974271,SAMN30974291,SAMN30974290,SAMN30974306
ASV153	SAMN30974273,SAMN30974253,SAMN30974252,SAMN30974255,SAMN30974271,SAMN30974306,SAMN30974305,SAMN30974270,SAMN30974290
ASV1530	SAMN30974254,SAMN30974273,SAMN30974255,SAMN30974306,SAMN30974274,SAMN30974292,SAMN30974307,SAMN30974252,SAMN30974272,SAMN30974253,SAMN30974271,SAMN30974270
ASV1531	SAMN30974306,SAMN30974292,SAMN30974255,SAMN30974307,SAMN30974305
ASV1532	SAMN30974307,SAMN30974274,SAMN30974291
ASV1534	SAMN30974253,SAMN30974270,SAMN30974272,SAMN30974252,SAMN30974254,SAMN30974255,SAMN30974251,SAMN30974271,SAMN30974292,SAMN30974274
ASV1536	SAMN30974292,SAMN30974273,SAMN30974291,SAMN30974255
ASV1537	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974255
ASV1538	SAMN30974252,SAMN30974255,SAMN30974251,SAMN30974272,SAMN30974254,SAMN30974270,SAMN30974273,SAMN30974271,SAMN30974274,SAMN30974291
ASV1539	SAMN30974252,SAMN30974270,SAMN30974253,SAMN30974272,SAMN30974271,SAMN30974305
ASV154	SAMN30974254,SAMN30974255,SAMN30974273,SAMN30974253,SAMN30974292,SAMN30974307,SAMN30974251,SAMN30974252,SAMN30974274,SAMN30974272,SAMN30974291,SAMN30974306,SAMN30974271,SAMN30974270,SAMN30974290
ASV1543	SAMN30974255,SAMN30974307,SAMN30974292,SAMN30974291,SAMN30974274,SAMN30974271
ASV1546	SAMN30974292,SAMN30974307,SAMN30974255,SAMN30974291,SAMN30974274,SAMN30974306
ASV1547	SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974255,SAMN30974254,SAMN30974271
ASV1548	SAMN30974252,SAMN30974254,SAMN30974272,SAMN30974270,SAMN30974273,SAMN30974306,SAMN30974251,SAMN30974271,SAMN30974290,SAMN30974305
ASV155	SAMN30974253,SAMN30974251,SAMN30974254,SAMN30974252,SAMN30974274,SAMN30974270,SAMN30974273,SAMN30974272,SAMN30974292,SAMN30974271,SAMN30974307,SAMN30974306,SAMN30974290
ASV1550	SAMN30974255,SAMN30974254,SAMN30974307,SAMN30974251,SAMN30974274,SAMN30974292,SAMN30974305,SAMN30974271,SAMN30974290
ASV1554	SAMN30974255,SAMN30974274,SAMN30974292,SAMN30974307
ASV1556	SAMN30974305,SAMN30974306,SAMN30974291
ASV1558	SAMN30974255,SAMN30974254,SAMN30974307,SAMN30974253,SAMN30974251,SAMN30974274,SAMN30974252,SAMN30974273,SAMN30974270,SAMN30974271
ASV156	SAMN30974255,SAMN30974254,SAMN30974253,SAMN30974290,SAMN30974272,SAMN30974270,SAMN30974307,SAMN30974292,SAMN30974291,SAMN30974305,SAMN30974271
ASV1560	SAMN30974273,SAMN30974292,SAMN30974252,SAMN30974254,SAMN30974253,SAMN30974251,SAMN30974274,SAMN30974307,SAMN30974306,SAMN30974272,SAMN30974271,SAMN30974291
ASV1561	SAMN30974253,SAMN30974306,SAMN30974252,SAMN30974251,SAMN30974270,SAMN30974305,SAMN30974272,SAMN30974271,SAMN30974290
ASV1562	SAMN30974253,SAMN30974305,SAMN30974290,SAMN30974272,SAMN30974251,SAMN30974252,SAMN30974270,SAMN30974271
ASV1563	SAMN30974307,SAMN30974272,SAMN30974253,SAMN30974270,SAMN30974252,SAMN30974271,SAMN30974274,SAMN30974290,SAMN30974306,SAMN30974291
ASV1564	SAMN30974253,SAMN30974273,SAMN30974270,SAMN30974306,SAMN30974272,SAMN30974271,SAMN30974290,SAMN30974305
ASV1566	SAMN30974255,SAMN30974291,SAMN30974290,SAMN30974292,SAMN30974305
ASV1567	SAMN30974272,SAMN30974253,SAMN30974271,SAMN30974251,SAMN30974270,SAMN30974290,SAMN30974305
ASV1569	SAMN30974306,SAMN30974254,SAMN30974291,SAMN30974273,SAMN30974307,SAMN30974292,SAMN30974255,SAMN30974252,SAMN30974305
ASV157	SAMN30974255,SAMN30974273,SAMN30974292,SAMN30974274,SAMN30974307,SAMN30974306,SAMN30974291,SAMN30974272,SAMN30974305,SAMN30974271,SAMN30974290
ASV1570	SAMN30974306,SAMN30974252,SAMN30974307,SAMN30974271,SAMN30974251,SAMN30974270,SAMN30974272,SAMN30974291,SAMN30974305,SAMN30974290
ASV1571	SAMN30974306,SAMN30974270,SAMN30974273,SAMN30974252,SAMN30974271,SAMN30974272,SAMN30974305,SAMN30974251,SAMN30974292,SAMN30974291
ASV1572	SAMN30974307,SAMN30974291,SAMN30974255,SAMN30974292
ASV1573	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974270
ASV1574	SAMN30974253,SAMN30974251,SAMN30974252
ASV1577	SAMN30974255,SAMN30974254,SAMN30974273,SAMN30974307,SAMN30974251,SAMN30974274,SAMN30974271,SAMN30974270
ASV1578	SAMN30974305,SAMN30974306,SAMN30974272,SAMN30974270,SAMN30974271,SAMN30974251,SAMN30974273,SAMN30974252,SAMN30974290
ASV158	SAMN30974252,SAMN30974270,SAMN30974305,SAMN30974290,SAMN30974272,SAMN30974271
ASV1580	SAMN30974307,SAMN30974306,SAMN30974292,SAMN30974305,SAMN30974273,SAMN30974291,SAMN30974274,SAMN30974290
ASV1582	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974272
ASV1584	SAMN30974252,SAMN30974254,SAMN30974251,SAMN30974274,SAMN30974253,SAMN30974271,SAMN30974270,SAMN30974307
ASV1588	SAMN30974273,SAMN30974254,SAMN30974272,SAMN30974271,SAMN30974270,SAMN30974291,SAMN30974307,SAMN30974255,SAMN30974306,SAMN30974252,SAMN30974253,SAMN30974292
ASV159	SAMN30974306,SAMN30974291,SAMN30974307,SAMN30974292,SAMN30974254,SAMN30974305,SAMN30974274
ASV1592	SAMN30974253,SAMN30974305,SAMN30974251,SAMN30974252,SAMN30974272,SAMN30974290,SAMN30974270
ASV1595	SAMN30974253,SAMN30974305,SAMN30974254,SAMN30974306,SAMN30974252,SAMN30974251,SAMN30974273,SAMN30974291,SAMN30974307,SAMN30974271
ASV1596	SAMN30974255,SAMN30974274,SAMN30974254,SAMN30974292,SAMN30974270,SAMN30974273,SAMN30974291,SAMN30974307,SAMN30974271
ASV1598	SAMN30974307,SAMN30974292,SAMN30974291,SAMN30974306,SAMN30974274,SAMN30974254
ASV1599	SAMN30974255,SAMN30974274,SAMN30974307,SAMN30974292,SAMN30974273,SAMN30974251,SAMN30974306,SAMN30974252,SAMN30974271,SAMN30974291
