Sequence_ID	biosample_accession
ASV7257	SAMN30974254,SAMN30974255,SAMN30974292,SAMN30974307,SAMN30974274,SAMN30974273,SAMN30974253,SAMN30974252,SAMN30974291,SAMN30974251,SAMN30974270,SAMN30974272,SAMN30974306,SAMN30974271,SAMN30974290
ASV7258	SAMN30974255,SAMN30974254,SAMN30974307,SAMN30974274,SAMN30974251,SAMN30974292,SAMN30974273,SAMN30974291,SAMN30974306
ASV7259	SAMN30974255,SAMN30974253,SAMN30974254,SAMN30974272,SAMN30974252,SAMN30974273,SAMN30974251,SAMN30974274,SAMN30974270,SAMN30974271,SAMN30974307,SAMN30974292,SAMN30974306,SAMN30974291,SAMN30974290,SAMN30974305
ASV7260	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974270,SAMN30974254,SAMN30974271,SAMN30974272,SAMN30974273,SAMN30974305,SAMN30974306,SAMN30974290,SAMN30974291
ASV7261	SAMN30974253,SAMN30974252,SAMN30974272,SAMN30974255,SAMN30974307,SAMN30974251,SAMN30974270,SAMN30974254,SAMN30974273,SAMN30974271,SAMN30974292,SAMN30974291,SAMN30974306,SAMN30974274,SAMN30974290,SAMN30974305
ASV7262	SAMN30974306,SAMN30974273,SAMN30974253,SAMN30974254,SAMN30974252,SAMN30974305,SAMN30974271,SAMN30974270,SAMN30974251,SAMN30974291,SAMN30974255,SAMN30974272,SAMN30974274,SAMN30974290,SAMN30974292
ASV7263	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974254,SAMN30974255,SAMN30974272,SAMN30974273,SAMN30974271,SAMN30974270,SAMN30974307,SAMN30974274,SAMN30974305,SAMN30974306,SAMN30974290
ASV7264	SAMN30974306,SAMN30974305,SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974307,SAMN30974270,SAMN30974254,SAMN30974271,SAMN30974273,SAMN30974272,SAMN30974274,SAMN30974291,SAMN30974290
ASV7265	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974255,SAMN30974254,SAMN30974273,SAMN30974274,SAMN30974272,SAMN30974271,SAMN30974270,SAMN30974291,SAMN30974292
ASV7266	SAMN30974253,SAMN30974254,SAMN30974272,SAMN30974270,SAMN30974291,SAMN30974306,SAMN30974251,SAMN30974273,SAMN30974252,SAMN30974307,SAMN30974271,SAMN30974255,SAMN30974274,SAMN30974292,SAMN30974305,SAMN30974290
ASV7267	SAMN30974307,SAMN30974306,SAMN30974273,SAMN30974292,SAMN30974291,SAMN30974272,SAMN30974252,SAMN30974251,SAMN30974255,SAMN30974305,SAMN30974271,SAMN30974270,SAMN30974274,SAMN30974253,SAMN30974290
ASV7268	SAMN30974307,SAMN30974254,SAMN30974255,SAMN30974306,SAMN30974274,SAMN30974273,SAMN30974292,SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974291,SAMN30974272,SAMN30974271,SAMN30974270,SAMN30974290
ASV7269	SAMN30974252,SAMN30974255,SAMN30974254,SAMN30974253,SAMN30974251,SAMN30974307,SAMN30974273,SAMN30974274,SAMN30974292,SAMN30974306,SAMN30974291,SAMN30974305
ASV7270	SAMN30974252,SAMN30974251,SAMN30974253,SAMN30974254,SAMN30974307,SAMN30974273,SAMN30974270,SAMN30974271,SAMN30974272,SAMN30974290
ASV7271	SAMN30974254,SAMN30974273,SAMN30974251,SAMN30974307,SAMN30974274,SAMN30974291,SAMN30974252,SAMN30974270,SAMN30974255,SAMN30974306,SAMN30974292,SAMN30974271,SAMN30974290
ASV7272	SAMN30974272,SAMN30974273,SAMN30974271,SAMN30974270,SAMN30974252,SAMN30974251,SAMN30974254,SAMN30974253,SAMN30974307,SAMN30974292,SAMN30974291
ASV7273	SAMN30974307,SAMN30974254,SAMN30974306,SAMN30974292,SAMN30974291,SAMN30974255,SAMN30974273,SAMN30974274,SAMN30974271,SAMN30974305
ASV7274	SAMN30974255,SAMN30974292,SAMN30974307,SAMN30974274,SAMN30974254,SAMN30974306,SAMN30974291
ASV7275	SAMN30974306,SAMN30974307,SAMN30974273,SAMN30974272,SAMN30974251,SAMN30974253,SAMN30974254,SAMN30974271,SAMN30974270,SAMN30974252,SAMN30974274,SAMN30974255,SAMN30974291,SAMN30974305
ASV7276	SAMN30974307,SAMN30974292,SAMN30974255,SAMN30974291,SAMN30974274,SAMN30974254,SAMN30974306,SAMN30974273,SAMN30974305,SAMN30974290
ASV7277	SAMN30974254,SAMN30974306,SAMN30974307,SAMN30974273,SAMN30974274,SAMN30974255,SAMN30974271,SAMN30974272,SAMN30974291,SAMN30974270,SAMN30974292,SAMN30974251,SAMN30974305,SAMN30974252,SAMN30974290
ASV7278	SAMN30974255,SAMN30974254,SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974273,SAMN30974271,SAMN30974274,SAMN30974270,SAMN30974307,SAMN30974292,SAMN30974291,SAMN30974272,SAMN30974305
ASV7279	SAMN30974307,SAMN30974306,SAMN30974254,SAMN30974253,SAMN30974273,SAMN30974291,SAMN30974292,SAMN30974251,SAMN30974252,SAMN30974255,SAMN30974272,SAMN30974271,SAMN30974270,SAMN30974305
ASV7280	SAMN30974306,SAMN30974307,SAMN30974292,SAMN30974253,SAMN30974273,SAMN30974305,SAMN30974252,SAMN30974270,SAMN30974291,SAMN30974251,SAMN30974272,SAMN30974254,SAMN30974274,SAMN30974290,SAMN30974271
ASV7281	SAMN30974307,SAMN30974306,SAMN30974273,SAMN30974254,SAMN30974305,SAMN30974291,SAMN30974292,SAMN30974251,SAMN30974255,SAMN30974274
ASV7283	SAMN30974292,SAMN30974307,SAMN30974255,SAMN30974253,SAMN30974252,SAMN30974270,SAMN30974254,SAMN30974271,SAMN30974251,SAMN30974291,SAMN30974290,SAMN30974305
ASV7284	SAMN30974292,SAMN30974254,SAMN30974255,SAMN30974307,SAMN30974291,SAMN30974274,SAMN30974306,SAMN30974270,SAMN30974272,SAMN30974271,SAMN30974290
ASV7285	SAMN30974255,SAMN30974251,SAMN30974253,SAMN30974252,SAMN30974254,SAMN30974274,SAMN30974273
ASV7286	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974272,SAMN30974270,SAMN30974273,SAMN30974305,SAMN30974254,SAMN30974290
ASV7287	SAMN30974270,SAMN30974252,SAMN30974271,SAMN30974307,SAMN30974272,SAMN30974253,SAMN30974254,SAMN30974251,SAMN30974273,SAMN30974305,SAMN30974290,SAMN30974291,SAMN30974292,SAMN30974306
ASV7288	SAMN30974255,SAMN30974307,SAMN30974253,SAMN30974254,SAMN30974274,SAMN30974273,SAMN30974291,SAMN30974271,SAMN30974251,SAMN30974252,SAMN30974292,SAMN30974270,SAMN30974272,SAMN30974290,SAMN30974305
ASV7289	SAMN30974273,SAMN30974254,SAMN30974270,SAMN30974271,SAMN30974251,SAMN30974253,SAMN30974272,SAMN30974306,SAMN30974252,SAMN30974307,SAMN30974274,SAMN30974291,SAMN30974292
ASV7290	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974254,SAMN30974271,SAMN30974307,SAMN30974270,SAMN30974272,SAMN30974292,SAMN30974290
ASV7291	SAMN30974307,SAMN30974292,SAMN30974274,SAMN30974255,SAMN30974291,SAMN30974306,SAMN30974254
ASV7292	SAMN30974254,SAMN30974251,SAMN30974253,SAMN30974255,SAMN30974252,SAMN30974306,SAMN30974274,SAMN30974291,SAMN30974271,SAMN30974305,SAMN30974290,SAMN30974307
ASV7293	SAMN30974251,SAMN30974253,SAMN30974252,SAMN30974255,SAMN30974254,SAMN30974272,SAMN30974271,SAMN30974270,SAMN30974306,SAMN30974305,SAMN30974290,SAMN30974292
ASV7295	SAMN30974252,SAMN30974305,SAMN30974253,SAMN30974270,SAMN30974251,SAMN30974272,SAMN30974271,SAMN30974290
ASV7297	SAMN30974254,SAMN30974292,SAMN30974255,SAMN30974273,SAMN30974307,SAMN30974253,SAMN30974274,SAMN30974252,SAMN30974306,SAMN30974291,SAMN30974271,SAMN30974270,SAMN30974290,SAMN30974305
ASV7298	SAMN30974252,SAMN30974253,SAMN30974255,SAMN30974272,SAMN30974274,SAMN30974254,SAMN30974271,SAMN30974290,SAMN30974292,SAMN30974251,SAMN30974306,SAMN30974273,SAMN30974291,SAMN30974270,SAMN30974307,SAMN30974305
ASV7299	SAMN30974255,SAMN30974274,SAMN30974307,SAMN30974273,SAMN30974254,SAMN30974270,SAMN30974305
ASV73	SAMN30974253,SAMN30974252,SAMN30974270,SAMN30974251,SAMN30974272,SAMN30974271,SAMN30974305,SAMN30974254,SAMN30974291,SAMN30974306,SAMN30974307,SAMN30974292,SAMN30974290,SAMN30974274,SAMN30974273,SAMN30974255
ASV7301	SAMN30974307,SAMN30974292,SAMN30974255,SAMN30974273,SAMN30974254,SAMN30974306,SAMN30974291,SAMN30974274,SAMN30974271
ASV7302	SAMN30974253,SAMN30974252,SAMN30974271,SAMN30974272,SAMN30974270,SAMN30974255,SAMN30974251,SAMN30974254,SAMN30974274,SAMN30974273,SAMN30974290,SAMN30974292,SAMN30974305
ASV7303	SAMN30974251,SAMN30974305,SAMN30974253,SAMN30974272,SAMN30974271,SAMN30974252,SAMN30974270,SAMN30974290,SAMN30974273,SAMN30974254
ASV7304	SAMN30974251,SAMN30974253,SAMN30974307,SAMN30974252,SAMN30974292,SAMN30974272,SAMN30974273,SAMN30974291,SAMN30974306,SAMN30974271,SAMN30974290
ASV7305	SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974270,SAMN30974254,SAMN30974271,SAMN30974306,SAMN30974305,SAMN30974290
ASV7307	SAMN30974255,SAMN30974254,SAMN30974252,SAMN30974251,SAMN30974253,SAMN30974273,SAMN30974274,SAMN30974307,SAMN30974271,SAMN30974272,SAMN30974270,SAMN30974305,SAMN30974290
ASV7308	SAMN30974272,SAMN30974271,SAMN30974270,SAMN30974273,SAMN30974254,SAMN30974251,SAMN30974253,SAMN30974255,SAMN30974307,SAMN30974306,SAMN30974305,SAMN30974290
ASV7310	SAMN30974306,SAMN30974290,SAMN30974252,SAMN30974307,SAMN30974305,SAMN30974291,SAMN30974251,SAMN30974270,SAMN30974271
ASV7311	SAMN30974254,SAMN30974274,SAMN30974273,SAMN30974272,SAMN30974271,SAMN30974255,SAMN30974292,SAMN30974251,SAMN30974291,SAMN30974270,SAMN30974306,SAMN30974307,SAMN30974290
ASV7312	SAMN30974273,SAMN30974307,SAMN30974306,SAMN30974254,SAMN30974274,SAMN30974291,SAMN30974251,SAMN30974270,SAMN30974292,SAMN30974271
ASV7313	SAMN30974306,SAMN30974254,SAMN30974307,SAMN30974292,SAMN30974291,SAMN30974305,SAMN30974270,SAMN30974290,SAMN30974251
ASV7315	SAMN30974252,SAMN30974253,SAMN30974251,SAMN30974271,SAMN30974270,SAMN30974290
ASV7316	SAMN30974252,SAMN30974253,SAMN30974255,SAMN30974251,SAMN30974254,SAMN30974307,SAMN30974292,SAMN30974291,SAMN30974274,SAMN30974290
ASV7317	SAMN30974271,SAMN30974270,SAMN30974272,SAMN30974252,SAMN30974292,SAMN30974290
ASV7318	SAMN30974251,SAMN30974252,SAMN30974255,SAMN30974253,SAMN30974254,SAMN30974271,SAMN30974270
ASV7319	SAMN30974305,SAMN30974290,SAMN30974306,SAMN30974292
ASV7320	SAMN30974254,SAMN30974306,SAMN30974271,SAMN30974273,SAMN30974251,SAMN30974270,SAMN30974252,SAMN30974272,SAMN30974307,SAMN30974291,SAMN30974290,SAMN30974274
ASV7322	SAMN30974254,SAMN30974252,SAMN30974292,SAMN30974273,SAMN30974291,SAMN30974274,SAMN30974251,SAMN30974271,SAMN30974270,SAMN30974307,SAMN30974272,SAMN30974305,SAMN30974290
ASV7323	SAMN30974307,SAMN30974306,SAMN30974253,SAMN30974274,SAMN30974255,SAMN30974252,SAMN30974272,SAMN30974292,SAMN30974291,SAMN30974305,SAMN30974270,SAMN30974271
ASV7324	SAMN30974292,SAMN30974254,SAMN30974307,SAMN30974251,SAMN30974291,SAMN30974305,SAMN30974272,SAMN30974253,SAMN30974273,SAMN30974271
ASV7325	SAMN30974307,SAMN30974306,SAMN30974305,SAMN30974292,SAMN30974252,SAMN30974291,SAMN30974270,SAMN30974255,SAMN30974274,SAMN30974290
ASV7326	SAMN30974306,SAMN30974307,SAMN30974254,SAMN30974291,SAMN30974273,SAMN30974292,SAMN30974272,SAMN30974270,SAMN30974253,SAMN30974274,SAMN30974305,SAMN30974255
ASV7327	SAMN30974255,SAMN30974253,SAMN30974251,SAMN30974270,SAMN30974252,SAMN30974254,SAMN30974307,SAMN30974273,SAMN30974292,SAMN30974274,SAMN30974291
ASV7328	SAMN30974252,SAMN30974272,SAMN30974253,SAMN30974270,SAMN30974251,SAMN30974291,SAMN30974290,SAMN30974306,SAMN30974274,SAMN30974271,SAMN30974305
ASV7329	SAMN30974252,SAMN30974305,SAMN30974253,SAMN30974270,SAMN30974271,SAMN30974272,SAMN30974251,SAMN30974290
ASV7330	SAMN30974255,SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974254,SAMN30974270,SAMN30974272,SAMN30974271,SAMN30974274,SAMN30974292
ASV7331	SAMN30974254,SAMN30974251,SAMN30974253,SAMN30974306,SAMN30974273,SAMN30974307,SAMN30974305,SAMN30974274,SAMN30974291
ASV7332	SAMN30974306,SAMN30974305,SAMN30974291,SAMN30974271,SAMN30974290,SAMN30974307
ASV7333	SAMN30974306,SAMN30974272,SAMN30974270,SAMN30974271,SAMN30974291,SAMN30974305,SAMN30974290
ASV7335	SAMN30974292,SAMN30974291,SAMN30974255,SAMN30974306,SAMN30974305,SAMN30974270,SAMN30974271,SAMN30974290
ASV7336	SAMN30974273,SAMN30974306,SAMN30974291,SAMN30974254,SAMN30974292,SAMN30974272,SAMN30974271,SAMN30974307,SAMN30974270,SAMN30974274
ASV7337	SAMN30974251,SAMN30974271,SAMN30974252,SAMN30974272,SAMN30974292,SAMN30974291,SAMN30974270,SAMN30974254,SAMN30974290,SAMN30974273
ASV7338	SAMN30974253,SAMN30974272,SAMN30974255,SAMN30974270,SAMN30974291,SAMN30974252,SAMN30974307,SAMN30974271,SAMN30974292,SAMN30974290,SAMN30974254
ASV7340	SAMN30974271,SAMN30974270,SAMN30974272,SAMN30974292,SAMN30974307,SAMN30974253,SAMN30974251,SAMN30974291
ASV7342	SAMN30974252,SAMN30974254,SAMN30974255,SAMN30974272,SAMN30974273,SAMN30974271,SAMN30974291,SAMN30974292,SAMN30974306,SAMN30974307,SAMN30974290
ASV7343	SAMN30974255,SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974272,SAMN30974254,SAMN30974306,SAMN30974307,SAMN30974270,SAMN30974274
ASV7344	SAMN30974306,SAMN30974292,SAMN30974307,SAMN30974305,SAMN30974291
ASV7345	SAMN30974253,SAMN30974254,SAMN30974252,SAMN30974306,SAMN30974255,SAMN30974305,SAMN30974251,SAMN30974271,SAMN30974270,SAMN30974272,SAMN30974290
ASV7346	SAMN30974252,SAMN30974306,SAMN30974271,SAMN30974274,SAMN30974307,SAMN30974305,SAMN30974291,SAMN30974273,SAMN30974253,SAMN30974251,SAMN30974270,SAMN30974290
ASV7347	SAMN30974251,SAMN30974273,SAMN30974306,SAMN30974271,SAMN30974252,SAMN30974270,SAMN30974274,SAMN30974292
ASV7348	SAMN30974306,SAMN30974291,SAMN30974305,SAMN30974254,SAMN30974290,SAMN30974292,SAMN30974273,SAMN30974255,SAMN30974271
ASV7349	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974305,SAMN30974292,SAMN30974272,SAMN30974273,SAMN30974270,SAMN30974271
ASV7351	SAMN30974291,SAMN30974306,SAMN30974307,SAMN30974305,SAMN30974292,SAMN30974290
ASV7352	SAMN30974307,SAMN30974255,SAMN30974292,SAMN30974251,SAMN30974274,SAMN30974254
ASV7354	SAMN30974254,SAMN30974274,SAMN30974273,SAMN30974270,SAMN30974271,SAMN30974251
ASV7355	SAMN30974252,SAMN30974251,SAMN30974253,SAMN30974272,SAMN30974305,SAMN30974271,SAMN30974270,SAMN30974290
ASV7356	SAMN30974252,SAMN30974251,SAMN30974272,SAMN30974271,SAMN30974253,SAMN30974270,SAMN30974254,SAMN30974306,SAMN30974305
ASV7357	SAMN30974251,SAMN30974252,SAMN30974270,SAMN30974271,SAMN30974272,SAMN30974290,SAMN30974273,SAMN30974291,SAMN30974305
ASV7358	SAMN30974255,SAMN30974254,SAMN30974253
ASV7359	SAMN30974307,SAMN30974254,SAMN30974292,SAMN30974274,SAMN30974273,SAMN30974255,SAMN30974291
ASV7360	SAMN30974251,SAMN30974252,SAMN30974291,SAMN30974255,SAMN30974272,SAMN30974271,SAMN30974270,SAMN30974292,SAMN30974306,SAMN30974305,SAMN30974290
ASV7361	SAMN30974253,SAMN30974307,SAMN30974292,SAMN30974306,SAMN30974291,SAMN30974305
ASV7362	SAMN30974252,SAMN30974272,SAMN30974251,SAMN30974270,SAMN30974290,SAMN30974271,SAMN30974292,SAMN30974255,SAMN30974305
ASV7363	SAMN30974305,SAMN30974272,SAMN30974255,SAMN30974270,SAMN30974271,SAMN30974273,SAMN30974306,SAMN30974307,SAMN30974291,SAMN30974274
ASV7364	SAMN30974254,SAMN30974307,SAMN30974253,SAMN30974251,SAMN30974292,SAMN30974255,SAMN30974274,SAMN30974291,SAMN30974271,SAMN30974290
ASV7365	SAMN30974307,SAMN30974292,SAMN30974306,SAMN30974255,SAMN30974274,SAMN30974291
ASV7366	SAMN30974255,SAMN30974253,SAMN30974252,SAMN30974254,SAMN30974274,SAMN30974273
ASV7367	SAMN30974252,SAMN30974254,SAMN30974255,SAMN30974251,SAMN30974253
ASV7368	SAMN30974255,SAMN30974251,SAMN30974254,SAMN30974253,SAMN30974252,SAMN30974274,SAMN30974270
ASV7369	SAMN30974252,SAMN30974270,SAMN30974251,SAMN30974271,SAMN30974272,SAMN30974273,SAMN30974254,SAMN30974290,SAMN30974305
ASV7370	SAMN30974307,SAMN30974291,SAMN30974306,SAMN30974254,SAMN30974273
ASV7371	SAMN30974255,SAMN30974305,SAMN30974254,SAMN30974272,SAMN30974306,SAMN30974271,SAMN30974292,SAMN30974290
ASV7372	SAMN30974307,SAMN30974306,SAMN30974274,SAMN30974305,SAMN30974273
ASV7374	SAMN30974273,SAMN30974292,SAMN30974254,SAMN30974307,SAMN30974306,SAMN30974274,SAMN30974291,SAMN30974305
ASV7376	SAMN30974255,SAMN30974252,SAMN30974292,SAMN30974273,SAMN30974307,SAMN30974306,SAMN30974305,SAMN30974271
ASV7377	SAMN30974292,SAMN30974273,SAMN30974274,SAMN30974306,SAMN30974291,SAMN30974307
ASV7378	SAMN30974305,SAMN30974292,SAMN30974306,SAMN30974291,SAMN30974290
ASV7381	SAMN30974254,SAMN30974252,SAMN30974274,SAMN30974273,SAMN30974305,SAMN30974292,SAMN30974251,SAMN30974270
ASV7386	SAMN30974307,SAMN30974292,SAMN30974274,SAMN30974291,SAMN30974306
ASV7387	SAMN30974273,SAMN30974306,SAMN30974251,SAMN30974270,SAMN30974253,SAMN30974291
ASV7389	SAMN30974254,SAMN30974307,SAMN30974274,SAMN30974292,SAMN30974273,SAMN30974291
ASV7390	SAMN30974307,SAMN30974291,SAMN30974271,SAMN30974274,SAMN30974273,SAMN30974254
ASV7392	SAMN30974292,SAMN30974291,SAMN30974274,SAMN30974306,SAMN30974273
ASV7393	SAMN30974292,SAMN30974291,SAMN30974272,SAMN30974274,SAMN30974306,SAMN30974290
ASV7394	SAMN30974305,SAMN30974292,SAMN30974306
ASV7395	SAMN30974270,SAMN30974271,SAMN30974272,SAMN30974251,SAMN30974290
ASV7397	SAMN30974271,SAMN30974272,SAMN30974252,SAMN30974306,SAMN30974307,SAMN30974291,SAMN30974273,SAMN30974255,SAMN30974305,SAMN30974274
ASV7398	SAMN30974307,SAMN30974292,SAMN30974274,SAMN30974255,SAMN30974306,SAMN30974305
ASV74	SAMN30974253,SAMN30974251,SAMN30974290,SAMN30974270,SAMN30974272,SAMN30974252,SAMN30974271,SAMN30974273,SAMN30974305,SAMN30974254,SAMN30974306,SAMN30974291
ASV7400	SAMN30974306,SAMN30974274,SAMN30974292,SAMN30974291,SAMN30974305
ASV7408	SAMN30974274,SAMN30974307,SAMN30974253,SAMN30974306,SAMN30974252,SAMN30974251
ASV7411	SAMN30974292,SAMN30974291,SAMN30974290
ASV7412	SAMN30974305,SAMN30974291,SAMN30974306,SAMN30974271
ASV7413	SAMN30974255,SAMN30974307,SAMN30974291,SAMN30974274,SAMN30974254,SAMN30974292,SAMN30974306,SAMN30974273,SAMN30974253,SAMN30974270,SAMN30974290
ASV7417	SAMN30974306,SAMN30974292,SAMN30974291,SAMN30974307,SAMN30974305
ASV7420	SAMN30974274,SAMN30974292,SAMN30974291,SAMN30974306,SAMN30974290
ASV7421	SAMN30974270,SAMN30974307,SAMN30974292,SAMN30974306,SAMN30974290
ASV7423	SAMN30974274,SAMN30974273,SAMN30974306,SAMN30974270,SAMN30974271,SAMN30974252,SAMN30974292,SAMN30974255,SAMN30974272
ASV7424	SAMN30974305,SAMN30974273,SAMN30974291,SAMN30974292
ASV7425	SAMN30974306,SAMN30974307,SAMN30974305
ASV7428	SAMN30974307,SAMN30974273,SAMN30974306,SAMN30974291,SAMN30974274,SAMN30974254
ASV7433	SAMN30974291,SAMN30974307,SAMN30974290
ASV7435	SAMN30974306,SAMN30974291,SAMN30974305,SAMN30974271,SAMN30974270
ASV7454	SAMN30974273,SAMN30974291,SAMN30974307,SAMN30974305,SAMN30974306
ASV7459	SAMN30974272,SAMN30974273,SAMN30974274,SAMN30974271
ASV7460	SAMN30974306,SAMN30974307,SAMN30974305,SAMN30974291
ASV7465	SAMN30974305,SAMN30974292,SAMN30974307
ASV7466	SAMN30974251,SAMN30974255,SAMN30974254,SAMN30974274,SAMN30974292,SAMN30974290
ASV75	SAMN30974255,SAMN30974273,SAMN30974254,SAMN30974307,SAMN30974306,SAMN30974253,SAMN30974274,SAMN30974292,SAMN30974291,SAMN30974251,SAMN30974270,SAMN30974271,SAMN30974272,SAMN30974305
ASV76	SAMN30974253,SAMN30974272,SAMN30974270,SAMN30974255,SAMN30974291,SAMN30974254,SAMN30974271,SAMN30974273,SAMN30974274,SAMN30974252,SAMN30974290,SAMN30974306,SAMN30974305,SAMN30974292,SAMN30974307
ASV77	SAMN30974253,SAMN30974292,SAMN30974270,SAMN30974254,SAMN30974251,SAMN30974291,SAMN30974272,SAMN30974252,SAMN30974274,SAMN30974271,SAMN30974255,SAMN30974273,SAMN30974305,SAMN30974307,SAMN30974306,SAMN30974290
ASV78	SAMN30974272,SAMN30974254,SAMN30974273,SAMN30974252,SAMN30974270,SAMN30974253,SAMN30974271,SAMN30974291,SAMN30974255,SAMN30974274,SAMN30974251,SAMN30974306,SAMN30974290,SAMN30974307,SAMN30974292,SAMN30974305
ASV79	SAMN30974252,SAMN30974272,SAMN30974270,SAMN30974251,SAMN30974253,SAMN30974273,SAMN30974255,SAMN30974306,SAMN30974291,SAMN30974290,SAMN30974271,SAMN30974305,SAMN30974292,SAMN30974254,SAMN30974274
ASV8	SAMN30974273,SAMN30974307,SAMN30974254,SAMN30974255,SAMN30974306,SAMN30974291,SAMN30974292,SAMN30974274,SAMN30974253,SAMN30974270,SAMN30974251,SAMN30974252,SAMN30974272,SAMN30974290,SAMN30974271,SAMN30974305
ASV80	SAMN30974253,SAMN30974290,SAMN30974272,SAMN30974251,SAMN30974270,SAMN30974252,SAMN30974271,SAMN30974255,SAMN30974292,SAMN30974291,SAMN30974273,SAMN30974306,SAMN30974274,SAMN30974305
ASV8066	SAMN30974253,SAMN30974270,SAMN30974273,SAMN30974252,SAMN30974272,SAMN30974254,SAMN30974251,SAMN30974271,SAMN30974306,SAMN30974291,SAMN30974292,SAMN30974255,SAMN30974305,SAMN30974307,SAMN30974290,SAMN30974274
ASV8067	SAMN30974252,SAMN30974253,SAMN30974255,SAMN30974254,SAMN30974273,SAMN30974251,SAMN30974270,SAMN30974307,SAMN30974272,SAMN30974306,SAMN30974271,SAMN30974274,SAMN30974292,SAMN30974291,SAMN30974305,SAMN30974290
ASV8068	SAMN30974255,SAMN30974254,SAMN30974253,SAMN30974251,SAMN30974273,SAMN30974306,SAMN30974252,SAMN30974307,SAMN30974274,SAMN30974270,SAMN30974292,SAMN30974272,SAMN30974291,SAMN30974271,SAMN30974305,SAMN30974290
ASV8069	SAMN30974251,SAMN30974253,SAMN30974272,SAMN30974273,SAMN30974252,SAMN30974307,SAMN30974306,SAMN30974270,SAMN30974291,SAMN30974271,SAMN30974254,SAMN30974292,SAMN30974305,SAMN30974255,SAMN30974290,SAMN30974274
ASV8070	SAMN30974270,SAMN30974252,SAMN30974253,SAMN30974272,SAMN30974271,SAMN30974251,SAMN30974273,SAMN30974254,SAMN30974305,SAMN30974306,SAMN30974290,SAMN30974291,SAMN30974307,SAMN30974292
ASV8071	SAMN30974273,SAMN30974254,SAMN30974270,SAMN30974272,SAMN30974274,SAMN30974255,SAMN30974271,SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974306,SAMN30974305,SAMN30974291,SAMN30974307,SAMN30974292,SAMN30974290
ASV8072	SAMN30974270,SAMN30974306,SAMN30974272,SAMN30974273,SAMN30974271,SAMN30974252,SAMN30974253,SAMN30974292,SAMN30974251,SAMN30974307,SAMN30974254,SAMN30974305,SAMN30974274,SAMN30974291,SAMN30974255,SAMN30974290
ASV8073	SAMN30974272,SAMN30974270,SAMN30974271,SAMN30974252,SAMN30974253,SAMN30974251,SAMN30974305,SAMN30974273,SAMN30974307,SAMN30974306,SAMN30974291,SAMN30974292,SAMN30974254,SAMN30974290,SAMN30974274,SAMN30974255
ASV8074	SAMN30974252,SAMN30974253,SAMN30974272,SAMN30974271,SAMN30974270,SAMN30974251,SAMN30974273,SAMN30974305,SAMN30974290,SAMN30974291,SAMN30974254
ASV8075	SAMN30974306,SAMN30974270,SAMN30974271,SAMN30974291,SAMN30974273,SAMN30974253,SAMN30974305,SAMN30974272,SAMN30974254,SAMN30974251,SAMN30974252,SAMN30974307,SAMN30974274,SAMN30974292,SAMN30974255,SAMN30974290
ASV8076	SAMN30974306,SAMN30974253,SAMN30974272,SAMN30974254,SAMN30974307,SAMN30974252,SAMN30974251,SAMN30974292,SAMN30974291,SAMN30974273,SAMN30974271,SAMN30974270,SAMN30974305,SAMN30974274,SAMN30974255,SAMN30974290
ASV8077	SAMN30974253,SAMN30974273,SAMN30974251,SAMN30974270,SAMN30974271,SAMN30974272,SAMN30974252,SAMN30974255,SAMN30974306,SAMN30974292,SAMN30974307,SAMN30974274,SAMN30974291,SAMN30974254,SAMN30974305,SAMN30974290
ASV8078	SAMN30974253,SAMN30974252,SAMN30974251,SAMN30974254,SAMN30974255,SAMN30974272,SAMN30974273,SAMN30974270,SAMN30974307,SAMN30974274,SAMN30974271,SAMN30974306,SAMN30974291,SAMN30974292,SAMN30974305,SAMN30974290
ASV8079	SAMN30974270,SAMN30974272,SAMN30974253,SAMN30974251,SAMN30974252,SAMN30974271,SAMN30974273,SAMN30974305,SAMN30974290,SAMN30974306,SAMN30974254,SAMN30974291,SAMN30974307,SAMN30974292
ASV8080	SAMN30974253,SAMN30974270,SAMN30974252,SAMN30974273,SAMN30974251,SAMN30974272,SAMN30974254,SAMN30974271,SAMN30974306,SAMN30974255,SAMN30974305,SAMN30974307,SAMN30974291,SAMN30974290,SAMN30974274,SAMN30974292
ASV8081	SAMN30974270,SAMN30974272,SAMN30974271,SAMN30974273,SAMN30974274,SAMN30974251,SAMN30974291,SAMN30974253,SAMN30974254,SAMN30974307,SAMN30974252,SAMN30974305,SAMN30974255,SAMN30974292,SAMN30974306,SAMN30974290
